Symbol	Type	Valence	Arousal	Dominance
pantheon	word	5.9	4.85	5.04
panther	word	6.1	5.45	4.4
panties	word	6.38	5.65	4.95
pantry	word	5.38	4	6.14
pants	word	5.62	3.8	6.29
panty	word	5.94	5	5.35
pantyhose	word	5.5	4.08	5.44
pap	word	4.71	3.52	4.11
papa	word	7	4.4	6.37
papaya	word	6.43	4.4	5.58
paper	word	5.42	3.52	5.64
paperback	word	6.5	4.84	5.48
paperboy	word	5.41	3.19	5.32
paperweight	word	5.05	3.38	5.62
paperwork	word	4.25	4.1	5.23
paprika	word	6.4	4.09	5.69
par	word	4.85	2.94	5.67
parachute	word	5.2	4.94	4.09
parade	word	6.37	4.8	5.78
paradigm	word	5.55	4.71	5
paradise	word	7	4.82	7.9
paradox	word	5.4	5	4.26
paraffin	word	5.1	3.11	5.29
paragraph	word	5.4	3.26	5.1
parakeet	word	6.65	4.5	4.55
paralegal	word	4.52	3.28	5.47
parallel	word	5.29	2.87	5.56
paralysis	word	2.9	5.07	2.9
paralyze	word	2.52	4.47	3.05
paramedic	word	5.16	4.9	4.5
paramedics	word	5.05	4.67	3.82
paramilitary	word	3.82	4.05	4.79
paranoia	word	2.6	5.57	4.56
paranoid	word	2.9	5.09	3.81
paranormal	word	4.05	4.42	4.25
paraphernalia	word	5.11	5.18	4.59
paraplegic	word	2.85	3.82	2.6
parasite	word	1.9	5.65	3.08
parasitic	word	1.95	4.82	2.71
parasol	word	5.57	3.5	4.91
parcel	word	5.45	4.18	5.83
parched	word	3.3	4.91	4.38
parchment	word	5.48	2.9	5.23
pardon	word	5.5	2.8	5
parent	word	6.73	4.14	5
parental	word	6.21	2.73	5.93
parenthood	word	6.05	6	5.38
parenting	word	7.24	4.92	6.27
pariah	word	3.71	3.65	4.56
parish	word	4	3.45	5.57
park	word	7	2.7	5.56
parka	word	5.84	2.72	5.86
parking	word	4.57	3.8	6.47
parkinsons	word	2.09	4.76	3.3
parlay	word	5.15	3.29	5.38
parliament	word	4.9	2.81	4.08
parlor	word	5.85	2.71	5.29
parmesan	word	7	4.22	5.58
parody	word	5.75	4.76	5.52
parole	word	3.25	4.91	4.38
parrot	word	6.79	4.65	4.25
parsley	word	6.26	2.77	4.26
part	word	4.77	3.36	5.21
partake	word	5.79	4.3	6.8
partial	word	5.29	3.8	5.59
participant	word	5.32	3.29	6.43
participate	word	5.5	4.44	6.42
participation	word	6.15	3.55	6.3
particle	word	5.24	4.74	4.59
particular	word	5.05	3.9	7.53
parting	word	3.95	4.81	4.91
partition	word	4	3.1	5.39
partner	word	7.11	3.7	6
partnership	word	6.5	3.73	6.33
partridge	word	5.95	3.15	4.55
party	word	7.18	6.08	5.92
pass	word	5.73	4.38	4.78
passage	word	5.88	3.35	5.68
passageway	word	5.58	4.45	5.42
passenger	word	4.55	3.82	4
passion	word	7.53	6.08	6.23
passionate	word	7.17	6.33	6.62
passive	word	4.84	3.55	5.64
passkey	word	5.37	3.39	5.53
passport	word	6	4.35	5.32
password	word	5.5	3.71	6.39
past	word	5.09	4.71	5.18
pasta	word	7.08	3.97	5.98
paste	word	4.95	2.62	5.84
pastime	word	5.94	2.75	5.48
pastor	word	5.35	3.91	5.38
pastrami	word	6.38	3.68	5.74
pastry	word	6.9	4.95	5.61
pasture	word	6.15	3.14	5.75
pasty	word	3.94	3.39	4.47
patch	word	5.11	2.84	4.4
patent	word	5.34	3.64	5.79
patented	word	5.05	3.6	5.11
paternal	word	5.86	3.27	5.59
paternity	word	5.81	3.95	5.32
path	word	5.71	3.74	4.62
pathetic	word	3.11	3.56	3.18
pathological	word	2.71	3.5	4
pathologist	word	4.2	3.74	4.55
pathology	word	3.91	4.15	4.83
pathway	word	6.05	2.77	6.23
patience	word	6.62	3.16	7.18
patient	word	6.71	2.77	4.83
patio	word	6.61	2.55	5.64
patriot	word	5.8	4.86	6.09
patriotic	word	6.6	4.55	6.69
patriotism	word	6.55	3.89	6.23
patrol	word	4.04	4.26	5.27
patrolman	word	4.63	4.57	4.04
patron	word	5.7	2.91	6.11
patronize	word	3.48	3.15	5.73
patronizing	word	3.11	5.67	4.68
patter	word	5.79	3.5	5.17
pattern	word	5.53	3.14	5.39
pauper	word	3.95	3.33	3.85
pause	word	5.53	2.57	6.35
pave	word	5.61	2.74	5.04
pavement	word	5.5	2.64	4.65
pavilion	word	6.1	3.04	5.25
paw	word	5.43	4.09	5.56
pawn	word	3.9	4.29	5.16
pawnshop	word	4.63	4.15	4.5
pay	word	6.23	4.24	6.33
payable	word	6.75	3.95	6.15
payback	word	5.09	5.85	5.88
paycheck	word	7.48	6.77	6.62
payday	word	7.95	6.81	5.54
payload	word	5.42	5.36	5.64
payment	word	5.16	4.44	5.19
payoff	word	6.5	6.22	5.42
payout	word	6.58	5.84	6.05
payphone	word	5.11	2.6	6
payroll	word	6.19	3.82	5.11
pea	word	6	2.41	5
peace	word	7.75	4.65	7.17
peaceful	word	8	4.38	6.84
peacekeeper	word	6.79	4	6.32
peacetime	word	6.7	2.57	6.21
peach	word	6.83	4.7	5.74
peachy	word	6.47	4.7	5.93
peak	word	6.1	3.9	6.48
peanut	word	6.38	3.48	5.74
peanuts	word	5.63	3.86	5.45
pear	word	6.7	3.76	5.71
pearl	word	6.05	3.5	5.94
pearly	word	6.43	3.45	5.04
peas	word	6.1	2.95	5.72
peasant	word	4.62	4	4.92
pebble	word	5.72	2.85	4.67
pecan	word	6.63	3.52	5.05
pecker	word	4.81	4.5	4.82
peculiar	word	4.68	4.05	5.67
pedal	word	5.16	3.89	6.06
peddle	word	4.89	3.52	5.22
peddler	word	3.77	4.83	4
pedestal	word	5.81	3.18	5.26
pedestrian	word	5.21	3.71	5.65
pediatric	word	5.75	3.78	5.38
pediatrician	word	6.95	4.29	5.32
pediatrics	word	5.29	2.42	4.73
pedicure	word	6.14	3.78	6.05
pedigree	word	6.33	4.09	5.59
pedophile	word	1.26	5.05	3.37
pee	word	4.5	3.32	5.91
peek	word	5.37	4.29	5.57
peekaboo	word	6.28	3.84	5.24
peel	word	4.68	3.71	5.57
peep	word	4.42	4.3	4.96
peeper	word	2.89	5.41	4.41
peephole	word	4.29	5.39	4.81
peer	word	5.64	4.05	6.05
peeved	word	3.55	5.5	5.22
pelican	word	6.21	3.55	4.96
pellet	word	4.65	3.8	5.67
pelvic	word	5.42	3.73	4.39
pelvis	word	5.33	4.2	5.16
pen	word	5.63	2.75	6.17
penal	word	3.55	3.44	3.45
penalty	word	2.8	3.89	3.7
penance	word	4.77	3.89	4.9
penchant	word	5.47	4.71	5.14
pencil	word	5.65	3.11	6.03
pendant	word	5.83	4.05	5.68
pending	word	3.79	4.55	5.4
pendulum	word	5.17	2.77	4.13
penetrate	word	5.71	6.08	5.41
penetration	word	5.81	7.25	5.41
penguin	word	6.65	4	4.86
penicillin	word	5.67	3.38	4.64
penile	word	4.15	4.86	4.79
peninsula	word	5.95	3.55	4.5
penis	word	5.3	5.9	6.21
penitent	word	4.81	3.8	4.37
penitentiary	word	2.05	6.35	3.43
penmanship	word	5.62	3.04	6.67
pennant	word	5.42	3.2	5.75
penniless	word	2.55	5.76	5.6
penny	word	6.29	5.55	5.4
pension	word	6.19	2.9	4.77
pentagram	word	4.42	3.89	4.24
penthouse	word	6.42	5.74	5.82
people	word	5.7	3.77	5.4
pep	word	6.15	4.83	5.86
pepper	word	5.63	4.3	5.75
peppermint	word	6.84	4.52	6.05
pepperoni	word	6.26	3.82	5.54
peppy	word	6.19	5.1	5.81
Pepsi	word	6.3	4.58	5.32
peptide	word	4.74	3	4.69
perceive	word	5.81	4.43	6
percent	word	5.67	3.24	5.5
percentage	word	4.81	2.96	6.22
percentile	word	4.55	4.52	5.24
perception	word	6.05	3.57	6.2
perceptive	word	5.95	4.36	6.95
perch	word	5.35	3.38	5.26
percussion	word	6.53	3.43	5.62
perfect	word	7.19	4.71	6.53
perfection	word	6.59	5.55	6.42
perfectionist	word	5.91	5.42	6.75
perfecto	word	7.3	4.04	5.71
perform	word	6.48	5.15	5.82
performance	word	6.2	5.61	6.95
performer	word	5.75	4.45	6.84
perfume	word	6.58	4.28	5.71
perfumed	word	6.4	4.75	6.25
peril	word	3.19	5.95	3.12
perilous	word	4.57	4.24	3.52
perimeter	word	5.45	3.7	5.85
period	word	3.33	4.2	6
periodic	word	4.79	3.55	4.59
peripheral	word	4.95	3.86	5.52
periscope	word	5.21	3.6	5.3
perish	word	2.22	5.19	3.35
perjury	word	2.95	4.68	4.35
perk	word	7.32	5.78	5.89
perky	word	6	6.57	5.75
perm	word	5.05	3.19	5.07
permanent	word	5.06	3.82	4.32
permissible	word	5.3	3.3	6.12
permission	word	5.14	4	5.84
permit	word	5.26	3.76	4.68
peroxide	word	5.11	3.63	5.2
perpetrator	word	3.52	5.75	3.48
perpetual	word	5.75	3.55	5.36
persecute	word	3.11	5.11	4.09
persecution	word	3.21	6.6	3.13
perseverance	word	6.33	3.41	6.89
persist	word	4.74	3.64	6.44
persistence	word	6.21	5.95	6
persistent	word	5.71	5.58	6.24
person	word	6.1	3.71	6
persona	word	5.37	3.9	6.19
personal	word	6.09	3.57	4.72
personality	word	6.14	4.5	6.71
personnel	word	5.37	3.67	5.45
perspective	word	6.21	3.64	6.36
perspiration	word	4	3.52	4.57
persuade	word	5.67	3.65	6
persuasion	word	5.67	5.16	5.73
persuasive	word	5.84	4.87	5.37
pert	word	4.95	5.41	5.14
pertinent	word	5.24	4.83	5.5
perverse	word	3.52	4.87	4.9
perversion	word	3.55	5.48	3.85
pervert	word	2.45	5.18	2.82
perverted	word	3.26	6.9	3.96
pesky	word	4.15	4.32	4.67
pessimist	word	3.81	4.2	4.33
pessimistic	word	3.9	4.48	4
pest	word	2.67	5.14	4.36
pester	word	3.26	5.18	4.04
pestilence	word	2.95	4.23	4.33
pestle	word	4.67	3	5.06
pesto	word	5.91	5.58	5.57
pet	word	7.05	3.76	5.61
petal	word	6.68	3.58	5.43
petite	word	5.86	4.78	5.37
petition	word	4.8	3.1	5.54
petitioner	word	5.55	3.83	6.24
petrified	word	3.37	5.17	3.58
petrol	word	4.52	4.04	4.55
petroleum	word	3.95	3.81	5.35
petticoat	word	5.57	3.87	5.48
petty	word	4.4	4.45	4.67
petunia	word	6.22	4.19	5.64
pew	word	5.38	2.41	5.44
peyote	word	4.77	4.58	4.29
phantom	word	4.26	5.23	4.46
pharaoh	word	5.45	4.63	5.52
pharmaceutical	word	4.67	3.35	5
pharmacist	word	6.33	4.48	6
pharmacy	word	5.05	3.68	6.05
phase	word	5.29	3.96	4.93
pheasant	word	4.95	4.05	5.69
phenomenal	word	7.11	5.35	6.04
phenomenon	word	6.79	5	5.05
pheromone	word	5.5	4.96	4.32
phi	word	4.33	3.32	5.17
philanthropist	word	6.57	4.17	6
philistine	word	3.52	3.33	4.86
philosopher	word	6.63	3.71	6.58
philosophical	word	6.21	3.5	5.39
philosophy	word	5.48	2.9	6.6
phlegm	word	2.52	4.06	4
phobia	word	3.68	6.57	3.65
phone	word	6.09	3.43	4.44
phonograph	word	6.14	3.32	5.5
phony	word	2.52	4.4	4.09
phooey	word	3.53	4.41	4.59
phosphate	word	4.74	3.71	4.61
phosphorus	word	4.43	3.91	4.33
photo	word	6.58	4.6	6.05
photogenic	word	6.74	4.36	5.91
photograph	word	6.61	4.57	5.8
photographer	word	6.71	3.58	5.65
photographic	word	6.81	4.19	5.58
photography	word	6.67	3.96	6.2
photon	word	4.9	3.7	4.64
phrase	word	5.5	3	5.12
physical	word	5.9	5.5	7.26
physical therapist	word	6.25	2.71	4.4
physician	word	5.24	3.96	5.23
physicist	word	5.9	3.41	5.7
physics	word	5.53	4.27	5.16
physiological	word	4.76	5.04	4.86
physiology	word	5.16	4.9	5.24
physique	word	5.74	4.57	6
pi	word	5.4	3.35	4.85
pianist	word	7.15	3.55	5.56
piano	word	6.4	3.61	5.42
piazza	word	6.53	3.73	5.26
piccolo	word	5.5	4.33	4.96
pick	word	5.91	3.62	5.94
picker	word	4.38	3.62	4.76
picket	word	4.38	3	5.45
pickle	word	6.52	3.48	5.84
pickled	word	5.55	3	5.12
pickpocket	word	2.35	6	3.6
pickup	word	4.84	3.85	6.5
picky	word	3.9	4.27	6.04
picnic	word	7.11	3.65	6.1
picture	word	6.73	3.29	6.12
pictures	word	7.22	4.29	6.72
picturesque	word	7.35	4.24	5.8
pie	word	6.45	4.05	6.29
piece	word	5.23	3.57	5.11
pier	word	5.86	3.75	6.14
piety	word	5	3.42	4.08
pig	word	4.83	3.68	5.04
pigeon	word	5.58	2.95	5.04
piggy	word	4.71	3.18	5.07
piggyback	word	5.15	4.11	4.91
pigheaded	word	3.16	4.96	4.82
piglet	word	6.13	3.95	5.75
pigskin	word	4.47	4.35	5.15
pigsty	word	2.86	4.48	4.05
pike	word	4.73	4.09	5.5
pile	word	4.74	4.43	5.57
pileup	word	2.76	5.25	4.14
pilgrim	word	5.16	4.04	5
pilgrimage	word	5.24	3.17	4.9
pill	word	4.16	3.73	4.88
pillage	word	3.79	4.65	3.79
pillar	word	5.48	4.3	4.89
pillbox	word	4.73	2.85	5.86
pillow	word	7	2.9	6.34
pillowcase	word	6.3	2.62	6.32
pilot	word	6	5.6	6.16
pimp	word	3.05	4.2	4.22
pimple	word	2.11	3.9	4.09
pin	word	5.29	3.73	5.76
pinball	word	6.1	4.95	6.07
pinch	word	3.5	4.44	4.77
pine	word	6.58	3.25	4.95
pineapple	word	6.9	4.41	5.65
ping	word	5.67	4.09	5.38
pinhead	word	3.95	3.9	4.86
pink	word	6.68	4.35	6.74
pinkie	word	5.82	2.85	5.08
pinnacle	word	5.26	4.32	5.92
pinot	word	5.71	3.62	5.28
pinpoint	word	5.27	4.16	6.48
pint	word	5.53	3.52	5.18
pinto	word	4.05	3.3	5.37
pinup	word	5.74	4.91	5.29
pioneer	word	6	3.43	6.31
pious	word	3.95	3	4.25
pipe	word	4.75	4.11	5.92
pipeline	word	5.05	4.33	4.76
piping	word	5.09	4.1	5.85
pipsqueak	word	4.14	4.43	4.36
piracy	word	5.65	5.64	4.38
piranha	word	3.5	5.38	4.16
pirate	word	4.19	5.26	3.81
piss	word	2.73	4.74	5.63
pisser	word	4.1	6.05	4.85
pistachio	word	6.09	4.68	5.48
pistol	word	3.92	5.79	4.53
piston	word	4.57	4.85	5.55
pit	word	3.85	3.5	4.04
pita	word	5.95	4	6.05
pitch	word	5.52	3.42	5.75
pitcher	word	5.7	4.09	6.08
pitchfork	word	3.53	4.35	4.6
pithy	word	4.67	3.32	5.4
pitiful	word	2.89	4.47	3.45
pituitary	word	4.79	4.4	4.91
pity	word	3.18	4.07	4.52
pivot	word	4.95	3.29	5.87
pivotal	word	5.19	3.41	5.52
pixie	word	6.5	3.86	4.86
pizza	word	7.89	4.58	5.47
pizzazz	word	6.79	5.95	5.42
pizzeria	word	6.52	5.41	5.86
place	word	5.86	3.52	6.53
placebo	word	4.6	3.32	4.58
placement	word	4.96	3.48	6.2
placenta	word	5.05	4.35	4.64
placid	word	4.84	3.45	5.68
plague	word	2.42	6.67	2.96
plaid	word	5.71	3.72	5.64
plain	word	5.08	2.68	5.56
plainclothes	word	4.94	3	4.32
plaintiff	word	4	3.86	4.25
plan	word	6.14	3.86	6.28
plane	word	5.72	4.91	5.07
planet	word	6.27	4.35	6.11
planetarium	word	6.9	3.72	4.71
planetary	word	6.67	4.65	4.81
plank	word	4.76	4.3	6.05
plankton	word	5.36	3.6	4.41
planner	word	6.32	4	5.83
plant	word	7.05	3.94	6.45
plantation	word	4.57	3.6	5.76
planter	word	5.85	2.67	6.86
plaque	word	3.38	4.52	5.32
plasma	word	6.05	5.3	5.19
plaster	word	5.24	3.9	4.89
plastic	word	4.48	3.36	5.24
plate	word	4.8	3.18	5.79
plateau	word	5.84	3.68	5.63
platform	word	5	4.18	6.42
plating	word	5.14	3.29	6.33
platinum	word	6.2	4.78	5.75
platonic	word	4.63	3	5.52
platoon	word	4.65	4.28	4.54
platter	word	5.3	3.4	5.36
plausible	word	5.38	3.09	5.5
play	word	7.55	3.81	6.29
playa	word	4.64	3.76	5
playback	word	5.76	3.36	6.14
playbook	word	6.14	4.53	6.43
playboy	word	4.15	5.24	4.28
player	word	5.55	5.95	5.68
playful	word	7.63	5.89	6.81
playground	word	7.14	4.67	6.32
playhouse	word	6.29	3.57	5.7
playmate	word	7.3	4.38	5.58
playoff	word	5.14	5.36	6.36
playpen	word	5.95	2.65	4.5
playroom	word	6.05	4.29	6.38
plaything	word	6.21	5.1	5.3
playtime	word	6.63	5.1	6.96
playwright	word	6.1	3.59	6.42
plaza	word	6.33	3.9	4.96
plea	word	4.35	4.64	4.93
plead	word	3.26	4.32	3.42
pleasant	word	7.24	2.91	6.7
pleased	word	7.82	4.25	6.84
pleasing	word	7.65	5.2	6.15
pleasurable	word	7.75	6.33	6.76
pleasure	word	7.8	6.8	7.18
pledge	word	5.09	3.95	6
pliers	word	4.48	3.55	5.76
plight	word	4.21	3.85	4.8
plop	word	5.5	3.77	5.24
plot	word	4.9	4.52	5.29
plow	word	5.09	4.04	6.26
ploy	word	3.9	3	4.84
pluck	word	3.9	4.16	5.73
plucky	word	5.16	4.7	5.11
plug	word	4.42	3.35	5.67
plum	word	6.15	2.76	5.26
plumber	word	5.4	3.18	5.59
plumbing	word	4.45	3.36	5.5
plume	word	5.19	3	4.77
plummet	word	3.95	5.04	3.31
plump	word	4.95	4.43	5.22
plunder	word	4	5.05	4.46
plunge	word	4.62	4.6	3.89
plunger	word	4.25	3.15	5.2
plural	word	4.81	3.4	5.78
plush	word	6.32	3.05	5.62
plutonium	word	4.05	4.45	4.15
plywood	word	4.74	2.67	5.05
pneumatic	word	4.5	3.9	4.67
pneumonia	word	2.65	4.62	2.91
poacher	word	3.1	4.86	4.67
pocket	word	5.67	4.5	6.37
pocketbook	word	5.6	3.42	6.42
pocketful	word	6.25	2.72	6.36
pod	word	5	3.32	5.11
podium	word	5.05	3.52	4.61
poem	word	6.62	4.15	6.31
poet	word	6.85	2.91	5.84
poetic	word	6.83	4.4	6.32
poetry	word	6.15	3.59	5.83
pogo	word	5.4	3.94	4.95
poignant	word	5.1	4.09	6.44
point	word	5.45	3.86	6.27
pointer	word	4.57	3.73	6.12
pointless	word	3.22	4.26	3.75
pointy	word	4.26	4.55	5.04
poise	word	5.5	3.77	6.2
poison	word	2.16	6.01	3.38
poisoning	word	2.27	6.35	3.74
poisonous	word	2.52	5.67	4
poke	word	4.14	5.41	6.74
poker	word	5.79	5.05	5.67
polar	word	5.19	3.95	4.1
pole	word	5.6	3.05	4.59
police	word	4.59	5.95	3.44
police officer	word	4.67	5.48	4.05
policeman	word	4.21	4.06	5.76
policewoman	word	5.05	3.92	5.12
policy	word	3.77	3.3	6.11
polio	word	2.67	5	3.44
polish	word	6	3.36	6.38
polite	word	6.57	2.95	7.4
politeness	word	7.33	3.04	7.05
political	word	4.35	4	4.08
politician	word	3.25	4.7	4.1
politics	word	4	3.44	3.42
polka	word	4.79	4.17	5.04
poll	word	4.63	4.14	5.4
pollen	word	3.81	3.44	3.53
polling	word	4.55	3.25	5.91
pollute	word	1.88	4.91	4.47
pollution	word	2	5.19	4.16
polo	word	5.21	3.95	4.6
poltergeist	word	4.4	5.55	4.05
polyester	word	4.29	3.85	5
polygraph	word	3.95	4.31	4.87
polymer	word	5.35	3	5.08
pomp	word	5.32	3.57	4.87
pompous	word	3.26	4.76	3.9
poncho	word	5.48	3.74	5.71
pond	word	6.32	2.32	5.95
ponder	word	5.65	3.95	5.62
pong	word	5.05	4	5.6
pony	word	6.71	4.29	5.9
ponytail	word	7.05	3.53	5.52
pooch	word	6.1	4.08	4.81
poodle	word	6.1	3.6	6.38
poof	word	5.7	3.8	4.73
pool	word	6.78	3.65	6.39
poop	word	2.6	5.14	4.48
poor	word	3.67	4.67	4
pop	word	6.05	4.45	5.68
popcorn	word	7.26	5.23	5.39
pope	word	5.18	4.21	4.24
popper	word	5.05	4.23	4.91
poppycock	word	5.68	5.19	4.6
popsicle	word	6.85	3.95	6.12
popular	word	5.71	4.74	5.19
popularity	word	5.81	4.32	5.89
population	word	4.81	3.96	4.24
porcelain	word	6.14	3.14	5.24
porch	word	6.4	3.36	6.11
porcupine	word	6.38	4.95	4.89
pore	word	4.71	3.12	4.89
pork	word	5	3.8	5.85
porker	word	3.63	3.62	4.52
porky	word	3.7	4.29	4.3
porn	word	4.32	7.24	3.82
porno	word	5.53	5.82	5.52
pornographic	word	4.77	6.09	6.21
pornography	word	3.85	6	4.14
porridge	word	5	3.33	4.52
port	word	5.55	3.38	5.92
portable	word	5.91	3.38	6.86
portal	word	5.37	3.59	5.23
porterhouse	word	5.74	4.43	5.57
portfolio	word	5.95	3.36	5.32
porthole	word	4.86	3.25	5.45
portion	word	5.16	3.91	5.05
portrait	word	6.05	3.2	7
portray	word	5.35	3.09	6.11
pose	word	5.63	3.11	6.3
posh	word	5.58	3.95	5.45
position	word	5.56	3.35	4.72
positioning	word	4.84	3.88	5.94
positive	word	7.57	5.5	7.26
posse	word	4.52	4.41	5.77
possess	word	4.67	3.95	5.59
possession	word	5.14	4.04	5.47
possessive	word	3.26	4.86	5.26
possibility	word	6.55	4.85	5.77
possible	word	7.14	3.71	6
possum	word	3.74	4	4.57
post	word	5.05	3.58	6.32
postage	word	5.09	2.57	4.36
postal	word	5.21	3.41	4.83
postcard	word	5.68	4.23	6.08
poster	word	5.35	3.14	5.95
posterior	word	5.33	2.9	5.12
posterity	word	5.89	3.85	5.62
postman	word	5.83	3.2	4.79
postmortem	word	3.19	4.71	3.32
postpone	word	4.32	2.94	4.76
postponement	word	4	4.36	5.37
posture	word	4.89	3.56	5.71
pot	word	5.81	4	6
potassium	word	6.1	2.43	5.16
potato	word	6.4	2.38	5.46
potatoes	word	6.11	2.95	5.95
potency	word	5.84	4.45	6.37
potent	word	4.9	5.05	5.91
potential	word	6.86	4.09	6.47
pothead	word	3.71	4.16	3.84
pothole	word	3.54	4.79	4.33
potion	word	5.65	5.12	4.96
potluck	word	6.59	4.95	5.29
potpourri	word	5.5	2.94	5.46
potted	word	5.74	2.8	4.9
pottery	word	5.79	2.75	6
potty	word	4.29	2.83	5.39
pouch	word	5.33	2.44	4.68
poultry	word	5.67	3.95	5.67
pounce	word	4.67	6.22	5.52
pound	word	4.62	4.26	6.11
pounding	word	4.1	4.71	4
pour	word	5.16	3.28	5.35
pout	word	3.33	4.14	5.52
pouty	word	3.71	3.74	5.33
poverty	word	2	5.3	3.16
powder	word	5.26	2.77	6.05
powdered	word	5.32	3.18	5.23
power	word	5.97	5.41	6.17
powerful	word	6.46	5.41	6.95
powerhouse	word	5.3	6.12	5.96
powerless	word	2.9	3.95	3.04
powwow	word	5.74	4.76	5.39
pox	word	2.62	4.4	3.36
practical	word	5.63	3.5	6.04
practice	word	5.72	2.5	6.11
practitioner	word	5.05	4.86	5.3
pragmatic	word	4.58	3.38	5.45
prairie	word	5.33	2.41	5.38
praise	word	7.65	5.45	6.57
prance	word	6	5.05	6.1
prank	word	4.79	5.36	4.74
prawn	word	4.82	2.79	4.76
pray	word	6.57	3.25	6.58
prayer	word	5.67	4.04	6.37
praying mantis	word	5.4	3.24	4.36
preach	word	4.15	3.71	5.68
preacher	word	5.09	4.55	4.85
precarious	word	4.5	3.7	3.94
precaution	word	4.57	4	6.12
precautionary	word	5.68	4.32	5
precedence	word	5.38	3.8	6.11
precedent	word	5.25	3.59	4.86
precinct	word	4.85	3.95	4.88
precious	word	6.84	3.64	5.75
precipice	word	4.58	4.14	3.79
precise	word	6.1	5.25	6.17
precision	word	6.38	3.91	6.77
precocious	word	5.8	3.5	4.81
predator	word	3.24	4.72	3.86
predatory	word	3.16	5.26	4.32
predecessor	word	5.11	3.6	4.6
predicament	word	4.11	5.3	3.95
predict	word	6.29	4.68	5.23
predictable	word	5.25	2.86	6.64
prediction	word	5.62	5.6	5.5
preemptive	word	4.26	3.77	5.39
preface	word	5.52	2.9	4.77
prefect	word	6.45	4.33	6.04
prefer	word	5.62	4.65	6.89
preferable	word	6.26	4.24	6.26
preference	word	6.16	4.23	7.27
preferential	word	5.15	3.68	5.38
prefix	word	5.24	3.7	4.85
pregnancy	word	4.79	5	4.56
pregnant	word	7.17	5.7	4.06
prehistoric	word	5.68	4.55	4.5
prejudice	word	2.71	5.35	3.81
prejudiced	word	2.7	4.89	3.79
prejudicial	word	3.16	5.1	4.3
prelim	word	5.2	3.62	5.14
preliminary	word	4.73	3.73	5.37
prelude	word	6.05	3.9	5.57
premarital	word	5.73	4.76	5.86
premature	word	4.1	4.62	4.4
premed	word	4.6	4.22	5.71
premier	word	5.37	4.62	5.48
premiere	word	6.47	5.3	5.45
premise	word	5.43	4.25	4.86
premises	word	5.05	4	5.63
premium	word	6.9	5.5	5.86
premonition	word	5.11	4.64	5.3
prenatal	word	5.9	3.55	4.18
prenuptial	word	4.84	5.29	5.77
preoccupied	word	4.24	4.13	4.24
prep	word	5.29	3.19	6.45
preparation	word	5.62	3.77	6.57
prepare	word	5.32	4.15	7.26
preposterous	word	5	5.95	5.14
preppy	word	4.96	4.35	6.05
prerogative	word	5.32	4.55	6.32
preschool	word	6.05	3.35	4.54
prescribe	word	5.21	3.23	5.71
prescription	word	4.55	3.14	5
presence	word	5.75	3.6	5.59
present	word	6.85	4.82	6.65
presentable	word	6.82	4.31	6.08
presentation	word	4.9	4.65	4.62
presenter	word	5.71	5.28	5.57
preservation	word	6.68	4.6	6
preserve	word	4.9	3	6
presidency	word	5.65	4.58	4.96
president	word	5.23	4.71	4.38
presidential	word	4.95	4.06	5.18
press	word	5.39	2.8	4.78
pressure	word	3.56	4.48	4.4
prestige	word	6.23	3.91	6.79
prestigious	word	6.47	5.23	6.27
presume	word	4	3.4	5.73
presumption	word	4.42	4.5	5.69
presumptuous	word	4.1	3.47	4.81
pretend	word	4.62	4.3	5.58
pretender	word	3.6	5.55	4.77
pretense	word	4.6	4.61	4.86
pretentious	word	3.76	4.09	5.29
pretext	word	4.61	3.11	4.92
pretty	word	7.7	5.5	6.7
pretzel	word	6.81	5.7	5.69
prevail	word	5.73	4.55	6.58
prevailing	word	5.09	4.36	5.65
prevent	word	5.42	4.18	6.21
prevention	word	5.74	3.14	5.16
preview	word	5.74	3.7	5.48
previous	word	4.74	3.59	5.12
prey	word	3.74	4.56	3.24
price	word	4.94	3.4	4.61
priceless	word	6.95	5.23	6.76
pricey	word	4.05	4.45	3.54
prick	word	2.81	4.26	4.58
prickly	word	3.59	5.21	4.76
pride	word	6.5	5.54	5.83
priest	word	4.5	3.76	5.82
priestess	word	5.42	3.35	5.3
priesthood	word	5	2.55	4.96
prig	word	3.86	3.29	4.55
prima	word	4.6	3.65	6.24
primal	word	4.79	5.38	4.52
primary	word	5.32	3.25	6.35
primate	word	5.84	2.95	4.18
prime	word	6	4.71	6.33
primer	word	5.35	4.55	5.69
primitive	word	4.1	3.62	3.38
primordial	word	4.91	4.88	5.58
primrose	word	5.33	3.62	5.59
prince	word	5.44	5.15	4.39
princess	word	7.64	5.42	5.74
principal	word	5.3	4.3	5.26
principle	word	5	3.27	5.48
principles	word	5.45	3.39	6.63
print	word	5.65	2.74	6.67
printer	word	5.65	3.68	6.11
printing	word	5.35	2.74	5.09
printout	word	5.24	3.35	5.72
prior	word	4.32	3	5.17
prioritize	word	5.95	4.38	6.55
priority	word	6.17	4.85	5.92
prison	word	1.94	5.1	3.54
prisoner	word	2.67	5	2.41
prissy	word	3.95	4.09	5.7
pristine	word	5.81	3.48	6.18
privacy	word	6.36	3.95	6.9
private	word	5.44	3.62	4.33
privilege	word	5.81	3.71	6
privileged	word	5.58	4.67	6.27
privy	word	4.42	3.24	4.61
prize	word	8	5.5	6.16
prized	word	6.2	4.48	6.38
